Depto;Munic;Sexo;Tipo_Actor;Tipo_Comunidad;Nombre_Comunidad;Componente;#Fam. Pago Parcial;$Vlr Pago Parcial;#Fam. Pago Total;$Vlr Pago Total;#Fam. Atendidas;$Pagado
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO AFROUMBRIANO;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO COCONECPU;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO COCONECPU;02 - Asistencia y Seguridad Alimentaria;1;1799563,505;;;1;1799563,505
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO COCONECPU;03 - Asistencia Tecnica Integral;;;1;3326713,962;1;3326713,962
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO COCONECPU;04 - Proyectos Productivos Ciclo Corto;;;1;14000000;1;14000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO COCONECPU;05 - Proyectos Productivos Ciclo Largo;1;5000000;;;1;5000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO COCONECPU;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA INSPECCIÓN DE POLICÍA DE PUERTO LIMON;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA INSPECCIÓN DE POLICÍA DE PUERTO LIMON;02 - Asistencia y Seguridad Alimentaria;;;1;1800384,225;1;1800384,225
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA INSPECCIÓN DE POLICÍA DE PUERTO LIMON;03 - Asistencia Tecnica Integral;;;1;3326713,962;1;3326713,962
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA INSPECCIÓN DE POLICÍA DE PUERTO LIMON;04 - Proyectos Productivos Ciclo Corto;;;1;10136000;1;10136000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA INSPECCIÓN DE POLICÍA DE PUERTO LIMON;05 - Proyectos Productivos Ciclo Largo;1;8863980;;;1;8863980
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA INSPECCIÓN DE POLICÍA DE PUERTO LIMON;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA VEREDA SAN FIDEL;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA VEREDA SAN FIDEL;02 - Asistencia y Seguridad Alimentaria;;;2;3680096,889;2;3680096,889
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA VEREDA SAN FIDEL;03 - Asistencia Tecnica Integral;;;2;6653427,924;2;6653427,924
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA VEREDA SAN FIDEL;04 - Proyectos Productivos Ciclo Corto;1;5210640;1;10726500;2;15937140
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA VEREDA SAN FIDEL;05 - Proyectos Productivos Ciclo Largo;1;8191337;1;13789360;2;21980697
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE LA VEREDA SAN FIDEL;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;01 - Asistencia Alimentaria Inmediata;8;32000000;372;4464000000;380;4496000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;02 - Asistencia y Seguridad Alimentaria;95;170253270,8;259;485768335,1;354;656021605,9
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;03 - Asistencia Tecnica Integral;39;42917045,56;351;1167669466;390;1210586512
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;04 - Proyectos Productivos Ciclo Corto;127;673879271,5;223;2997636285;350;3671515557
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;05 - Proyectos Productivos Ciclo Largo;225;1235569075;126;1714517968;351;2950087043
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALBANIA;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALBANIA;02 - Asistencia y Seguridad Alimentaria;;;2;3600523,069;2;3600523,069
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALBANIA;03 - Asistencia Tecnica Integral;;;2;6653427,924;2;6653427,924
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALBANIA;04 - Proyectos Productivos Ciclo Corto;1;5116500;1;14000000;2;19116500
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALBANIA;05 - Proyectos Productivos Ciclo Largo;1;5000000;1;13883500;2;18883500
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALBANIA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;CHALUAYACO;01 - Asistencia Alimentaria Inmediata;;;3;36000000;3;36000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;CHALUAYACO;02 - Asistencia y Seguridad Alimentaria;1;1799563,505;2;3600458,645;3;5400022,149
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;CHALUAYACO;03 - Asistencia Tecnica Integral;;;3;9980141,886;3;9980141,886
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;CHALUAYACO;04 - Proyectos Productivos Ciclo Corto;1;8799973;2;27380000;3;36179973
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;CHALUAYACO;05 - Proyectos Productivos Ciclo Largo;2;10620000;1;10199980;3;20819980
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;CHALUAYACO;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;JERUSALEN SAN LUIS ALTO PICUDITO;01 - Asistencia Alimentaria Inmediata;2;6000000;41;492000000;43;498000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;JERUSALEN SAN LUIS ALTO PICUDITO;02 - Asistencia y Seguridad Alimentaria;9;16191871,44;28;50408586,36;37;66600457,8
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;JERUSALEN SAN LUIS ALTO PICUDITO;03 - Asistencia Tecnica Integral;7;7490062,735;36;119761702,6;43;127251765,4
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;JERUSALEN SAN LUIS ALTO PICUDITO;04 - Proyectos Productivos Ciclo Corto;10;46933344;26;330733533,7;36;377666877,7
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;JERUSALEN SAN LUIS ALTO PICUDITO;05 - Proyectos Productivos Ciclo Largo;26;163259171,7;10;143060861;36;306320032,7
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;JERUSALEN SAN LUIS ALTO PICUDITO;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA FLORIDA;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA FLORIDA;02 - Asistencia y Seguridad Alimentaria;1;1799580,495;;;1;1799580,495
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA FLORIDA;03 - Asistencia Tecnica Integral;;;1;3326713,962;1;3326713,962
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA FLORIDA;04 - Proyectos Productivos Ciclo Corto;1;8393334,67;;;1;8393334,67
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA FLORIDA;05 - Proyectos Productivos Ciclo Largo;;;1;10606666,66;1;10606666,66
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA FLORIDA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PIEDRA SAGRADA LA GRAN FAMILIA;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PIEDRA SAGRADA LA GRAN FAMILIA;02 - Asistencia y Seguridad Alimentaria;;;1;1800312,985;1;1800312,985
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PIEDRA SAGRADA LA GRAN FAMILIA;03 - Asistencia Tecnica Integral;;;1;3326713,962;1;3326713,962
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PIEDRA SAGRADA LA GRAN FAMILIA;04 - Proyectos Productivos Ciclo Corto;1;4598005;;;1;4598005
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PIEDRA SAGRADA LA GRAN FAMILIA;05 - Proyectos Productivos Ciclo Largo;;;1;14400000;1;14400000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PIEDRA SAGRADA LA GRAN FAMILIA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PLAYA LARGA;01 - Asistencia Alimentaria Inmediata;;;3;36000000;3;36000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PLAYA LARGA;02 - Asistencia y Seguridad Alimentaria;2;3599460,605;1;2055264,065;3;5654724,669
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PLAYA LARGA;03 - Asistencia Tecnica Integral;;;3;9980141,886;3;9980141,886
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PLAYA LARGA;04 - Proyectos Productivos Ciclo Corto;1;1952400;2;26101400;3;28053800
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PLAYA LARGA;05 - Proyectos Productivos Ciclo Largo;2;11625000;1;17047600;3;28672600
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;PLAYA LARGA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SAN MIGUEL DE LA CASTELLANA;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SAN MIGUEL DE LA CASTELLANA;02 - Asistencia y Seguridad Alimentaria;;;1;1800173,845;1;1800173,845
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SAN MIGUEL DE LA CASTELLANA;03 - Asistencia Tecnica Integral;;;1;3326713,962;1;3326713,962
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SAN MIGUEL DE LA CASTELLANA;04 - Proyectos Productivos Ciclo Corto;;;1;14000000;1;14000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SAN MIGUEL DE LA CASTELLANA;05 - Proyectos Productivos Ciclo Largo;1;5000000;;;1;5000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SAN MIGUEL DE LA CASTELLANA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SANTA ROSA JUANAMBU CAMPO ALEGRE, ALPES ORIENTALES, LA FLORESTA ALTO COQUETO.;01 - Asistencia Alimentaria Inmediata;;;4;48000000;4;48000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SANTA ROSA JUANAMBU CAMPO ALEGRE, ALPES ORIENTALES, LA FLORESTA ALTO COQUETO.;02 - Asistencia y Seguridad Alimentaria;1;1799563,505;3;5401232,944;4;7200796,448
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SANTA ROSA JUANAMBU CAMPO ALEGRE, ALPES ORIENTALES, LA FLORESTA ALTO COQUETO.;03 - Asistencia Tecnica Integral;;;4;13306855,85;4;13306855,85
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SANTA ROSA JUANAMBU CAMPO ALEGRE, ALPES ORIENTALES, LA FLORESTA ALTO COQUETO.;04 - Proyectos Productivos Ciclo Corto;;;4;46849400;4;46849400
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SANTA ROSA JUANAMBU CAMPO ALEGRE, ALPES ORIENTALES, LA FLORESTA ALTO COQUETO.;05 - Proyectos Productivos Ciclo Largo;4;29150600;;;4;29150600
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SANTA ROSA JUANAMBU CAMPO ALEGRE, ALPES ORIENTALES, LA FLORESTA ALTO COQUETO.;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;VILLA MARIA DE ANAMU;01 - Asistencia Alimentaria Inmediata;1;8000000;;;1;8000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;VILLA MARIA DE ANAMU;02 - Asistencia y Seguridad Alimentaria;;;1;1800000;1;1800000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;VILLA MARIA DE ANAMU;03 - Asistencia Tecnica Integral;;;1;3326713,962;1;3326713,962
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;VILLA MARIA DE ANAMU;04 - Proyectos Productivos Ciclo Corto;;;1;11949700;1;11949700
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;VILLA MARIA DE ANAMU;05 - Proyectos Productivos Ciclo Largo;1;7050295;;;1;7050295
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;VILLA MARIA DE ANAMU;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;WASIPUNGO;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;WASIPUNGO;02 - Asistencia y Seguridad Alimentaria;;;1;1800173,845;1;1800173,845
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;WASIPUNGO;03 - Asistencia Tecnica Integral;;;1;3326713,962;1;3326713,962
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;WASIPUNGO;04 - Proyectos Productivos Ciclo Corto;;;1;14000000;1;14000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;WASIPUNGO;05 - Proyectos Productivos Ciclo Largo;1;5000000;;;1;5000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;WASIPUNGO;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALBANIA;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALBANIA;02 - Asistencia y Seguridad Alimentaria;;;2;3600672,829;2;3600672,829
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALBANIA;03 - Asistencia Tecnica Integral;;;2;6653427,924;2;6653427,924
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALBANIA;04 - Proyectos Productivos Ciclo Corto;1;4673100;1;10327766;2;15000866
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALBANIA;05 - Proyectos Productivos Ciclo Largo;1;8672221;1;14326612;2;22998833
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALBANIA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO INDÍGENA SACHARRUNA EL CARMEN;01 - Asistencia Alimentaria Inmediata;1;2000000;21;252000000;22;254000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO INDÍGENA SACHARRUNA EL CARMEN;02 - Asistencia y Seguridad Alimentaria;7;12597710,41;14;25205077,61;21;37802788,01
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO INDÍGENA SACHARRUNA EL CARMEN;03 - Asistencia Tecnica Integral;5;6541098,259;19;63207565,28;24;69748663,54
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO INDÍGENA SACHARRUNA EL CARMEN;04 - Proyectos Productivos Ciclo Corto;6;31625893,34;15;198003590;21;229629483,3
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO INDÍGENA SACHARRUNA EL CARMEN;05 - Proyectos Productivos Ciclo Largo;14;76995664,38;7;92373407,32;21;169369071,7
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO INDÍGENA SACHARRUNA EL CARMEN;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO NASA KIWE ALTO SINAÍ;01 - Asistencia Alimentaria Inmediata;;;10;120000000;10;120000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO NASA KIWE ALTO SINAÍ;02 - Asistencia y Seguridad Alimentaria;4;7198276,358;6;10801671,3;10;17999947,66
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO NASA KIWE ALTO SINAÍ;03 - Asistencia Tecnica Integral;;;10;33267139,62;10;33267139,62
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO NASA KIWE ALTO SINAÍ;04 - Proyectos Productivos Ciclo Corto;3;12181982;7;94232862;10;106414844
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO NASA KIWE ALTO SINAÍ;05 - Proyectos Productivos Ciclo Largo;8;40765300;2;28903717;10;69669017
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CABILDO NASA KIWE ALTO SINAÍ;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA QUILLASINGA INTY WASSY;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA QUILLASINGA INTY WASSY;02 - Asistencia y Seguridad Alimentaria;1;1799464,605;;;1;1799464,605
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA QUILLASINGA INTY WASSY;03 - Asistencia Tecnica Integral;1;1070008,962;1;3326713,962;2;4396722,924
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA QUILLASINGA INTY WASSY;04 - Proyectos Productivos Ciclo Corto;;;1;13999995;1;13999995
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA QUILLASINGA INTY WASSY;05 - Proyectos Productivos Ciclo Largo;1;5000000;;;1;5000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA QUILLASINGA INTY WASSY;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;JERUSALEN SAN LUIS ALTO PICUDITO;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;JERUSALEN SAN LUIS ALTO PICUDITO;02 - Asistencia y Seguridad Alimentaria;;;1;1800312,985;1;1800312,985
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;JERUSALEN SAN LUIS ALTO PICUDITO;03 - Asistencia Tecnica Integral;;;1;3326713,962;1;3326713,962
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;JERUSALEN SAN LUIS ALTO PICUDITO;04 - Proyectos Productivos Ciclo Corto;1;349700;;;1;349700
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;JERUSALEN SAN LUIS ALTO PICUDITO;05 - Proyectos Productivos Ciclo Largo;;;1;18650300;1;18650300
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;JERUSALEN SAN LUIS ALTO PICUDITO;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;NASA KIWE THANDX;01 - Asistencia Alimentaria Inmediata;;;5;60000000;5;60000000
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;NASA KIWE THANDX;02 - Asistencia y Seguridad Alimentaria;1;1799613,945;4;7201276,198;5;9000890,143
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;NASA KIWE THANDX;03 - Asistencia Tecnica Integral;;;5;16633569,81;5;16633569,81
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;NASA KIWE THANDX;04 - Proyectos Productivos Ciclo Corto;2;12918400;3;37535028;5;50453428
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;NASA KIWE THANDX;05 - Proyectos Productivos Ciclo Largo;3;19464891;2;25081554;5;44546445
PUTUMAYO;VILLAGARZÓN;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;NASA KIWE THANDX;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
